metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.5153920210717937,0.49943637148104353,0.5272321312010545,-0.015955649590750187,0.011840110129260784
distress_prob,0.1105,0.8568,0.9393,0.7463,0.8288
welfare,1.0686919285059573,4.788890806538503,5.229672585870363,3.7201988780325457,4.160980657364405
