metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.5153920210717937,0.49943637148104353,0.5272321312010545,-0.015955649590750187,0.011840110129260784
distress_prob,0.1209,0.8803,0.946,0.7594,0.8251
welfare,1.1206919285059571,4.906390806538503,5.263172585870362,3.7856988780325453,4.142480657364405
