metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.119,0.8835,0.963,0.7645,0.844
welfare,1.1108163783801024,4.925578462395567,5.3578518920843,3.814762084015465,4.247035513704198
