metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.5195,0.9185,0.979,0.399,0.4595
welfare,3.113316378380102,5.100578462395568,5.4378518920843,1.9872620840154656,2.324535513704198
