metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.008,0.8335,0.938,0.8255,0.9299999999999999
welfare,0.5558163783801024,4.675578462395568,5.2328518920843,4.119762084015465,4.6770355137041975
