cap,bond_type,expected_cost,cost_volatility,distress_prob,welfare,effective_yield,price
0.03,productivity,0.48959255754490716,0.04965420431339144,0.6045,3.5170236375568993,0.03563513419910484,0.48959255754490716
0.04,productivity,0.4983176361667014,0.05214663725574477,0.6985,3.996256179720866,0.037271744518021586,0.4983176361667014
0.05,productivity,0.5023245921882975,0.05363706837285993,0.734,4.178078462395567,0.038025022095987356,0.5023245921882975
0.06,productivity,0.5042875340455868,0.05443558851508467,0.755,4.285214000639554,0.03839284841045096,0.5042875340455868
0.07,productivity,0.5053954391659878,0.054892298938826994,0.7605,4.313921768131567,0.0386026402386419,0.5053954391659878
