metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,1.1796517001248443,1.1618149337336705,1.2179912667895405,-0.015120366790711298,0.03250075141725193
distress_prob,0.0,0.151,0.302,15100000.0,30200000.0
welfare,1.1796517001248443,1.9370689760948556,2.752017194205057,0.6420685664165555,1.3329065637881137
