cap,bond_type,expected_cost,cost_volatility,distress_prob,welfare,effective_yield,price
0.03,productivity,0.49074187230214283,0.04974435853314632,0.833,4.660690874713891,0.035799110571688005,0.49074187230214283
0.04,productivity,0.49943637148104353,0.05222276829822054,0.8803,4.906390806538503,0.03743048598392325,0.49943637148104353
0.05,productivity,0.5034853983694108,0.05371258374205091,0.8969,4.993755481673905,0.03819751034204004,0.5034853983694108
0.06,productivity,0.5054391189627128,0.05449589055750939,0.9014,5.018378723138024,0.038569064096818484,0.5054391189627128
0.07,productivity,0.5065538041751604,0.05497900175242679,0.9054,5.0395991854425475,0.038782995971658275,0.5065538041751604
