alpha_n,bond_type,expected_cost,cost_volatility,distress_prob,welfare,effective_yield,price
0.3,productivity,0.4498046866834471,0.04521397286850779,0.5636,3.2718932933685556,0.028252449887189942,0.4498046866834471
0.5,productivity,0.4766326214470888,0.04894997114801979,0.7714,4.338424820797872,0.03322120971991881,0.4766326214470888
0.7,productivity,0.49943637148104353,0.05222276829822054,0.8803,4.906390806538503,0.03743048598392325,0.49943637148104353
0.9,productivity,0.5165661612320274,0.05411866180574116,0.9316,5.180423820343315,0.040581547631010934,0.5165661612320274
1.0,productivity,0.5232443979749701,0.054681537527677855,0.9449,5.253724539067751,0.041807467600356474,0.5232443979749701
