metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.9995,0.9885,0.9975,-0.01100000000000001,-0.0020000000000000018
welfare,5.513316378380103,5.450578462395567,5.530351892084301,-0.0627379159845356,0.017035513704198202
