cap,bond_type,expected_cost,cost_volatility,distress_prob,welfare,effective_yield,price
0.03,productivity,0.49074187230214283,0.04974435853314632,0.8345,4.668190874713892,0.035799110571688005,0.49074187230214283
0.04,productivity,0.49943637148104353,0.05222276829822054,0.8817,4.913390806538503,0.03743048598392325,0.49943637148104353
0.05,productivity,0.5034853983694108,0.05371258374205091,0.8977,4.997755481673905,0.03819751034204004,0.5034853983694108
0.06,productivity,0.5054391189627128,0.05449589055750939,0.902,5.0213787231380245,0.038569064096818484,0.5054391189627128
0.07,productivity,0.5065538041751604,0.05497900175242679,0.9058,5.041599185442547,0.038782995971658275,0.5065538041751604
