metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.8695,0.924,0.981,0.05449999999999999,0.11149999999999993
welfare,4.863316378380103,5.1280784623955675,5.447851892084301,0.26476208401546497,0.5845355137041981
