metric,conventional,productivity,hybrid,prod_improvement,hybrid_improvement
expected_cost,0.515005848997228,0.5023245921882975,0.5362153509863926,-0.012681256808930508,0.021209501989164603
distress_prob,0.0,0.734,0.899,0.734,0.899
welfare,0.5158163783801024,4.178078462395567,5.0378518920843005,3.662262084015465,4.522035513704198
